rowNames	Gene
320475	AC016717.2
320673	AC010735.2
320736	RHBDD1
320761	RHBDD1
320819	COL4A3
320820	COL4A3
320830	COL4A3
320846	COL4A3
320847	COL4A3
320884	AGFG1
320886	AGFG1
320950	DAW1
320988	DAW1
321005	CCL20
321025	SPHKAP
321316	SP110
321316	SP140
321316	SP140L
321318	SP110
321318	SP140
321320	SP110
321320	SP140
321320	SP140L
321320	SP100
321329	SP140
321333	SP110
321333	SP140
321333	SP140L
321333	RN7SL834P
321334	SP110
321334	SP140
321344	SP140L
321344	RN7SL834P
321353	SP140
321367	RN7SL834P
321370	SP140
321370	SP140L
321371	RN7SL834P
321375	RN7SL834P
321377	SP140
321377	RN7SL834P
321379	SP140L
321379	RN7SL834P
321387	SP140L
321387	RN7SL834P
321401	RN7SL834P
321404	RN7SL834P
321410	RN7SL834P
321414	CAB39
321428	CAB39
321428	ITM2C
321435	CAB39
321436	ITM2C
321474	CAB39
321496	CAB39
321496	GPR55
321498	CAB39
321512	CAB39
321525	CAB39
321525	GPR55
321526	CAB39
321540	PSMD1
321551	PSMD1
321561	PSMD1
321572	PSMD1
321574	HTR2B
321575	ITM2C
321575	GPR55
321575	HTR2B
321657	PSMD1
321663	NMUR1
321699	B3GNT7
321707	B3GNT7
321767	COPS7B
321768	COPS7B
321769	PTMA
321773	COPS7B
321775	PTMA
321928	DIS3L2
321942	DIS3L2
321978	ECEL1
322073	EIF4E2
322080	ECEL1
322080	GIGYF2
322115	ECEL1
322115	EFHD1
322182	NGEF
322208	SNORC
322212	NGEF
322223	SNORC
322239	INPP5D
322279	INPP5D
322332	ATG16L1
322333	ATG16L1
322348	USP40
322441	DGKD
322450	ATG16L1
322467	DGKD
322468	DGKD
322469	DGKD
322491	MROH2A
322497	MROH2A
322515	MROH2A
322517	MROH2A
322521	MROH2A
322557	MROH2A
322632	ARL4C
322635	ARL4C
322636	ARL4C
322638	ARL4C
322643	ARL4C
322677	ARL4C
322679	ARL4C
322680	ARL4C
322688	ARL4C
322689	ARL4C
322694	ARL4C
322698	ARL4C
322701	ARL4C
322702	ARL4C
322705	ARL4C
322720	ARL4C
322840	SH3BP4
322853	SH3BP4
322966	AGAP1
322969	AGAP1-IT1
322975	AGAP1-IT1
323232	ACKR3
323248	IQCA1
323249	IQCA1
323370	ACKR3
323448	COPS8
323528	COL6A3
323534	COL6A3
323550	MLPH
323551	MLPH
323559	MLPH
323560	MLPH
323565	MLPH
323566	MLPH
323577	MLPH
323583	MLPH
323600	MLPH
323607	MLPH
323634	MLPH
323637	MLPH
323637	LRRFIP1
323639	MLPH
323644	MLPH
323645	MLPH
323650	MLPH
323659	MLPH
323677	MLPH
323690	MLPH
323701	LRRFIP1
323726	LRRFIP1
323769	LRRFIP1
323796	RAMP1
323798	RAMP1
323799	RAMP1
323818	ESPNL
323819	SCLY
323859	KLHL30
323865	SCLY
323889	LINC02610
323908	LINC02610
323929	KLHL30-AS1
323929	LINC02610
324094	ASB1
324125	TWIST2
324203	TWIST2
324739	CAPN10
324752	DUSP28
324752	CAPN10-DT
324787	AC110619.1
324867	DUSP28
324869	ANKMY1
324965	MAB21L4
324980	SNED1
324999	AC005237.1
325012	SNED1
325045	AC005237.1
325063	AC005237.1
325064	AC005237.1
325107	PPP1R7
325108	PPP1R7
325110	PASK
325110	PPP1R7
325111	PPP1R7
325159	PPP1R7
325171	PASK
325258	BOK
325269	ING5
325291	ATG4B
325305	THAP4
325365	AC131097.3
325430	LINC01238
325430	LINC01881
325444	AC131097.3
325444	PDCD1
325446	AC093642.2
325541	SOX12
325555	SOX12
325559	SOX12
325560	SOX12
325560	RBCK1
325566	SOX12
325566	NRSN2
325567	SOX12
325689	RPS10P5
325690	RPS10P5
325692	RPS10P5
325733	ANGPT4
325739	RSPO4
325792	TMEM74B
325800	RSPO4
325802	RSPO4
325840	PSMF1
325862	TMEM74B
325870	TMEM74B
325903	TMEM74B
325943	SIRPG
325978	SIRPG
325990	SIRPG
326001	SIRPG
326003	SIRPG
326018	AL117335.1
326019	AL117335.1
326047	SIRPA
326071	AL117335.1
326493	UBOX5
326502	SLC4A11
326514	SLC4A11
326523	SLC4A11
326619	AP5S1
326620	AP5S1
326632	AP5S1
326649	GFRA4
326649	SPEF1
326710	MAVS
326719	HSPA12B
326720	MAVS
326721	MAVS
326759	PANK2
326783	PANK2
326787	PANK2
326827	AP5S1
326830	RNF24
326884	FTLP3
326885	FTLP3
326944	PRNP
326948	PRNP
326956	PRNP
326964	PRNP
326965	PRNP
326976	PRNP
327012	RASSF2
327036	RASSF2
327038	RASSF2
327068	PRND
327142	UBE2D3P1
327353	MCM8
327377	CHGB
327389	CHGB
327481	FERMT1
327574	BMP2
327885	PLCB4
327914	PLCB4
327926	PLCB4
327940	PLCB4
327942	PLCB4
327944	PLCB4
327945	PLCB4
327950	PLCB4
327974	PLCB4
327990	PLCB4
328126	SNAP25
328139	PARAL1
328154	SNAP25
328155	SNAP25
328717	ISM1
328748	ISM1
328795	ISM1
328856	MACROD2
328859	MACROD2
328898	MACROD2
328908	MACROD2
329285	AL079338.1
329318	AL079338.1
329356	KIF16B
329365	KIF16B
329432	KIF16B
329537	PCSK2
329538	PCSK2
329539	PCSK2
329545	PCSK2
329547	PCSK2
329548	PCSK2
329562	PCSK2
329564	PCSK2
329565	PCSK2
329566	PCSK2
329574	PCSK2
329580	PCSK2
329584	PCSK2
329585	PCSK2
329587	PCSK2
329602	PCSK2
329604	PCSK2
329608	PCSK2
329614	PCSK2
329616	PCSK2
329630	PCSK2
329634	PCSK2
329642	PCSK2
329645	PCSK2
329648	PCSK2
329653	PCSK2
329664	PCSK2
329680	PCSK2
329681	PCSK2
329695	BANF2
329817	BANF2
330045	SEC23B
330049	DZANK1
330050	DZANK1
330051	DZANK1
330206	SLC24A3
330229	SLC24A3
330237	SLC24A3
330237	AL136090.2
330244	SLC24A3
330244	AL136090.2
330370	RPL12P12
330380	RIN2
330437	RIN2
330449	RIN2
330458	RPL12P12
330458	CFAP61
330469	RIN2
330470	RIN2
330598	RALGAPA2
330634	RALGAPA2
330636	RALGAPA2
330660	RALGAPA2
330662	RALGAPA2
330664	RALGAPA2
330674	RALGAPA2
330679	RALGAPA2
330695	RALGAPA2
330696	RALGAPA2
330702	RALGAPA2
330703	RALGAPA2
330705	RALGAPA2
330708	RALGAPA2
330709	RALGAPA2
330716	RALGAPA2
330717	RALGAPA2
330779	KIZ
331016	LINC00261
331017	LINC00261
331029	LINC00261
331031	LINC00261
331040	LINC00261
331042	LINC00261
331047	LINC00261
331049	LINC00261
331052	LINC00261
331053	LINC00261
331053	LNCNEF
331066	FOXA2
331077	FOXA2
331091	LINC00261
331092	LINC00261
331208	CD93
331338	CST2
331343	CST5
331344	CST2
331344	CST5
331353	CST5
331359	CST5
331385	CST2
331385	CST5
331389	CST5
331398	CST2
331398	CST5
331405	CST5
331416	CST5
331417	CST5
331418	CST1
331447	CST2
331447	CST5
331455	CST2
331455	CST5
331553	SYNDIG1
331555	SYNDIG1
331658	ACSS1
331793	AL035252.3
331934	NINL
331964	NINL
331965	NINL
331967	NINL
331969	NINL
331984	NINL
331994	NINL
331996	ZNF337-AS1
332040	AL450124.1
332052	AL078587.2
332100	FRG1EP
332214	REM1
332263	BCL2L1
332281	BCL2L1
332283	ID1
332284	ID1
332284	ABALON
332294	ID1
332322	REM1
332332	REM1
332340	BCL2L1
332343	BCL2L1
332349	REM1
332356	REM1
332359	REM1
332411	TPX2
332411	TM9SF4
332451	TM9SF4
332573	KIF3B
332582	NOL4L
332636	NOL4L
332661	DNMT3B
332688	NOL4L
332734	NOL4L
332889	BPIFB1
332930	BPIFB1
332945	BPIFB1
332957	BPIFB9P
332967	CDK5RAP1
332988	BPIFB9P
333006	SNTA1
333011	SNTA1
333011	NECAB3
333016	ACTL10
333128	RALY-AS1
333131	ZNF341
333298	EIF2S2
333318	ASIP
333329	ASIP
333341	ASIP
333382	EIF2S2
333456	ITCH
333467	NCOA6
333518	ACSS2
333672	EIF6
333704	MMP24
333705	MMP24
334003	AAR2
334004	AAR2
334005	AAR2
334114	AAR2
334157	DLGAP4-AS1
334257	TLDC2
334267	TLDC2
334290	TLDC2
334294	SOGA1
334294	TLDC2
334350	RBL1
334400	TLDC2
334504	SRC
334506	SRC
334512	SRC
334660	VSTM2L
334661	TGM2
334662	VSTM2L
334672	VSTM2L
334678	VSTM2L
334680	VSTM2L
334682	VSTM2L
334684	VSTM2L
334711	KIAA1755
334726	TGM2
334728	TGM2
334733	TGM2
334749	TGM2
334784	TGM2
334791	TGM2
334878	ARHGAP40
334937	PPP1R16B
334938	PPP1R16B
334957	PPP1R16B
334958	PPP1R16B
334959	PPP1R16B
334960	PPP1R16B
334964	PPP1R16B
334965	PPP1R16B
334974	PPP1R16B
334980	PPP1R16B
334981	PPP1R16B
335033	DHX35
335398	TOP1
335431	TOP1
335437	PLCG1-AS1
335519	ZHX3
335522	ZHX3
335541	ZHX3
335551	PLCG1
335555	ZHX3
335565	EMILIN3
335566	EMILIN3
335593	AL031667.3
335602	AL031667.3
335604	AL031667.2
335857	IFT52
335868	IFT52
335868	MYBL2
335875	MYBL2
335881	IFT52
335881	MYBL2
335894	MYBL2
335991	OSER1-DT
335991	OSER1
336020	OSER1-DT
336048	OSER1-DT
336048	OSER1
336059	TTPAL
336093	SERINC3
336095	SERINC3
336099	FITM2
336127	SERINC3
336142	TTPAL
336147	SERINC3
336152	RPL37AP1
336195	AL118522.1
336196	AL118522.1
336210	AL118522.1
336234	RIMS4
336364	SLPI
336384	AL021578.1
336391	SLPI
336391	AL021578.1
336397	DBNDD2
336397	PIGT
336423	SLPI
336438	DBNDD2
336503	ZSWIM1
336504	ZSWIM1
336611	TNNC2
336613	SNX21
336641	CD40
336661	CDH22
336665	CDH22
336668	CDH22
336669	CDH22
336689	CDH22
336694	CDH22
336701	CDH22
336701	AL031686.1
336702	NCOA5
336702	CDH22
336702	AL031686.1
336703	CDH22
336787	SLC13A3
336797	AL031686.1
336906	EYA2
336907	EYA2
336921	EYA2
337010	NCOA3
337127	NCOA3
337434	PREX1
337436	PREX1
337438	PREX1
337439	PREX1
337439	AL133342.1
337441	PREX1
337441	AL133342.1
337442	PREX1
337442	AL133342.1
337456	PREX1
337458	PREX1
337461	AL133342.1
337473	PREX1
337473	AL133342.1
337476	PREX1
337476	AL133342.1
337484	PREX1
337491	PREX1
337492	PREX1
337499	PREX1
337503	PREX1
337507	PREX1
337510	AL133342.1
337512	CSE1L
337518	CSE1L
337519	CSE1L
337521	CSE1L
337522	PREX1
337522	AL133342.1
337523	CSE1L
337539	AL133342.1
337754	PTGIS
337756	PTGIS
337773	SLC9A8
337774	PTGIS
337776	SLC9A8
337815	PTGIS
337835	B4GALT5
337853	B4GALT5
337883	SLC9A8
337981	SMIM25
337985	TMEM189
338048	RNF114
338065	CEBPB-AS1
338088	CEBPB
338159	TMEM189
338361	PARD6B
338382	PARD6B
338495	KCNG1
338563	NFATC2
338568	NFATC2
338631	NFATC2
338662	NFATC2
338800	ZFP64
338964	ZNF217
339007	ZNF217
339081	ZNF217
339220	CYP24A1
339225	CYP24A1
339236	CYP24A1
339238	CYP24A1
339239	CYP24A1
339243	CYP24A1
339292	PFDN4
339296	CYP24A1
339300	PFDN4
339533	TFAP2C
339534	TFAP2C
339558	TFAP2C
339749	AL122058.1
339752	RAE1
339768	BMP7
339768	AL122058.1
339788	ZBP1
339798	AL109955.1
339799	ZBP1
339801	AL109955.1
339841	RBM38
339841	AL109955.1
339841	ZBP1
339898	RBM38
339898	AL109955.1
339929	ZBP1
339931	ZBP1
339941	PMEPA1
339955	NKILA
339956	NKILA
339957	NKILA
339966	PMEPA1
339975	PMEPA1
340084	PPP4R1L
340266	GNAS
340279	GNAS
340286	GNAS
340312	ZNF831
340324	PRELID3B
340326	ZNF831
340352	PRELID3B
340359	EDN3
340366	EDN3
340382	ZNF831
340389	ZNF831
340391	ZNF831
340398	ZNF831
340399	ZNF831
340400	ZNF831
340401	ZNF831
340403	ZNF831
340404	ZNF831
340406	ZNF831
340409	ZNF831
340415	EDN3
340420	EDN3
340433	EDN3
340450	EDN3
340451	EDN3
340459	EDN3
340462	EDN3
340465	EDN3
340466	EDN3
340471	EDN3
340476	EDN3
340508	EDN3
340511	EDN3
340512	EDN3
340513	EDN3
340590	PHACTR3
340693	MIR646HG
340721	MIR646HG
340963	CDH4
341202	SS18L1
341241	PSMA7
341280	MTG2
341294	SS18L1
341307	AL354836.1
341308	AL354836.1
341317	SS18L1
341351	GATA5
341352	RBBP8NL
341362	AL354836.1
341362	CABLES2
341363	AL354836.1
341367	AL354836.1
341397	GATA5
341412	GATA5
341412	BX640514.2
341436	BX640514.2
341437	BX640514.2
341438	BX640514.2
341439	BX640514.2
341517	OGFR-AS1
341517	COL9A3
341517	TCFL5
341608	ARFGAP1
341651	ARFGAP1
341667	BIRC7
341679	BIRC7
341689	NKAIN4
341695	BIRC7
341699	HAR1A
341704	ARFGAP1
341720	BIRC7
341722	BIRC7
341723	BIRC7
341728	ARFGAP1
341729	ARFGAP1
341729	CHRNA4
341730	AL121827.2
341733	YTHDF1
341735	CHRNA4
341736	CHRNA4
341739	CHRNA4
341740	AL121827.2
341740	CHRNA4
341788	NKAIN4
341788	AL121827.2
341789	ARFGAP1
341803	CHRNA4
341814	ZBTB46
341829	RTEL1-TNFRSF6B
341888	AL118506.1
341906	RTEL1-TNFRSF6B
341907	RTEL1-TNFRSF6B
341908	ZNF512B
341910	RTEL1-TNFRSF6B
341969	AL118506.1
341978	SOX18
341979	TPD52L2
341979	SOX18
342087	TPD52L2
342087	SOX18
342103	DNAJC5
342103	UCKL1
342104	UCKL1
342123	UCKL1
342123	C20orf204
342151	PCMTD2
342152	PCMTD2
342154	C20orf204
342162	PCMTD2
342188	FP565260.1
342240	FP671120.7
342254	CR381670.1
342256	CR381670.1
342256	TEKT4P2
342439	AP001347.1
342443	CYP4F29P
342443	AP001347.1
342458	AP001347.1
342492	AP001347.1
342513	HSPA13
342513	SAMSN1
342521	HSPA13
342521	SAMSN1
342529	HSPA13
342529	SAMSN1
342539	HSPA13
342539	SAMSN1
342541	HSPA13
342541	SAMSN1
342541	AF127936.1
342542	HSPA13
342542	SAMSN1
342542	AF127936.1
342545	HSPA13
342545	SAMSN1
342545	AF127936.1
342546	HSPA13
342546	SAMSN1
342546	AF127936.1
342547	HSPA13
342547	SAMSN1
342549	HSPA13
342549	SAMSN1
342549	AF127936.1
342550	SAMSN1
342553	SAMSN1
342570	HSPA13
342570	SAMSN1
342577	SAMSN1
342577	AF127936.1
342578	SAMSN1
342578	AF127936.1
342583	SAMSN1
342584	SAMSN1
342584	AF127936.1
342585	SAMSN1
342585	AF127936.1
342604	NRIP1
342604	AF127577.4
342609	NRIP1
342609	AF127577.4
342610	NRIP1
342610	AF127577.4
342624	AF127577.4
342636	NRIP1
342677	NRIP1
342677	AF127577.4
342682	NRIP1
342682	AF127577.4
342693	NRIP1
342695	NRIP1
342708	AF127577.4
342732	NRIP1
342733	AF127577.4
342741	NRIP1
342741	AF127577.4
342845	USP25
343085	BTG3
343124	BTG3
343180	BTG3
343180	CHODL
343182	CHODL
343194	CHODL
343197	C21orf91
343201	CHODL
343202	CHODL
343204	C21orf91
343207	C21orf91
343209	C21orf91
343209	CHODL
343210	C21orf91
343211	C21orf91
343222	BTG3
343223	CHODL
343416	NCAM2
343433	NCAM2
343438	NCAM2
343715	MIR155HG
343716	MIR155HG
343717	MIR155HG
343721	MIR155HG
343722	MIR155HG
343724	MIR155HG
343726	MIR155HG
343740	MIR155HG
343742	MIR155HG
343743	MIR155HG
343744	MIR155HG
343936	AP001599.1
343937	ADAMTS5
343938	AP001599.1
343959	ADAMTS5
343960	ADAMTS5
343961	ADAMTS5
343962	ADAMTS5
343967	AP001599.1
343967	ADAMTS5
343970	ADAMTS5
343971	AP001599.1
343971	ADAMTS5
343973	AP001599.1
343973	ADAMTS5
343976	ADAMTS5
343977	AP001599.1
343977	ADAMTS5
343978	ADAMTS5
343978	GPX1P2
343979	AP001599.1
343979	ADAMTS5
344012	GPX1P2
344259	LTN1
344635	TIAM1
344637	TIAM1
344649	TIAM1
344660	TIAM1
344665	TIAM1
344669	TIAM1
344829	HUNK
344932	TCP10L
344946	URB1
344954	URB1
344980	EVA1C
345007	URB1
345013	EVA1C
345036	CFAP298
345036	C21orf62-AS1
345194	SON
345273	ITSN1
345371	CRYZL1
345447	LINC00649
345542	LINC00310
345548	LINC00310
345578	RCAN1
346091	LINC01436
346102	LINC01436
346145	LINC01436
346158	LINC01436
346180	CHAF1B
346183	CBR3-AS1
346210	LINC01436
346227	RPL3P1
346261	AP000692.2
346261	CHAF1B
346262	CHAF1B
346263	CHAF1B
346265	AP000692.2
346657	SPATA20P1
346659	SPATA20P1
346717	KCNJ15
346720	KCNJ15
346720	SPATA20P1
346726	KCNJ15
346727	KCNJ15
346727	SPATA20P1
346740	KCNJ15
346740	AP001434.1
346740	SPATA20P1
346741	KCNJ15
346741	SPATA20P1
346748	LINC01423
346756	LINC01423
346760	KCNJ15
346958	METTL21AP1
347011	METTL21AP1
347056	GET1
347069	BRWD1
347071	PSMG1
347073	PSMG1
347073	HMGN1
347074	BRWD1
347107	BRWD1
347131	B3GALT5
347159	B3GALT5-AS1
347166	B3GALT5-AS1
347166	IGSF5
347167	PCP4
347168	B3GALT5
347168	B3GALT5-AS1
347168	IGSF5
347168	PCP4
347169	B3GALT5
347169	IGSF5
347169	PCP4
347170	B3GALT5
347170	PCP4
347172	B3GALT5-AS1
347172	IGSF5
347172	PCP4
347177	B3GALT5
347177	B3GALT5-AS1
347187	B3GALT5
347187	B3GALT5-AS1
347187	IGSF5
347189	B3GALT5
347189	B3GALT5-AS1
347189	IGSF5
347199	B3GALT5
347199	B3GALT5-AS1
347199	IGSF5
347200	B3GALT5-AS1
347200	IGSF5
347223	B3GALT5
347223	B3GALT5-AS1
347223	IGSF5
347223	PCP4
347224	PCP4
347237	PCP4
347242	IGSF5
347243	IGSF5
347243	PCP4
347245	PCP4
347247	IGSF5
347247	PCP4
347248	PCP4
347249	IGSF5
347286	PCP4
347287	PCP4
347505	MX1
347516	TMPRSS2
347555	TMPRSS2
347556	TMPRSS2
347556	RIPK4
347561	TMPRSS2
347565	RIPK4
347577	TMPRSS2
347829	ABCG1
347833	ABCG1
347835	ABCG1
347984	UBASH3A
348155	CBS
348156	CBS
348221	CBS
348232	CBS
348247	CBS
348262	CBS
348263	CBS
348267	LINC01679
348292	U2AF1
348300	LINC01679
348300	SIK1
348308	LINC01679
348308	SIK1
348329	PDXK
348338	PDXK
348338	CSTB
348347	CSTB
348363	CSTB
348385	PDXK
348391	PDXK
348400	CSTB
348463	HSF2BP
348473	PDXK
348473	CSTB
348476	RRP1
348487	RRP1
348524	RRP1
348603	AP001062.1
348609	PFKL
348609	AP001062.1
348630	PFKL
348634	PFKL
348647	TSPEAR
348660	AP001062.1
348661	AP001062.1
348701	TSPEAR
348707	AP001062.1
348712	TSPEAR
348765	SUMO3
348766	TSPEAR
348767	SUMO3
348792	SUMO3
348793	AP001505.1
348797	AP001505.1
348804	SUMO3
348807	SUMO3
348816	SUMO3
348818	FAM207A
348831	SUMO3
348848	SUMO3
348866	ITGB2
348866	ITGB2-AS1
348880	FAM207A
348885	AP001505.1
348894	AP001505.1
348917	AP001505.1
348939	AP001505.1
348989	ITGB2-AS1
349038	LINC00205
349039	LINC00205
349047	LINC00205
349052	COL18A1
349057	LINC00205
349057	SLC19A1
349058	LINC00205
349060	LINC00205
349063	COL18A1
349082	LINC00205
349091	COL18A1
349094	LINC00205
349104	LINC00205
349105	LINC00205
349107	LINC00205
349109	LINC00205
349113	LINC00205
349115	LINC00205
349116	LINC00205
349189	PCBP3
349190	PCBP3
349192	SLC19A1
349204	LINC01694
349304	LSS
349305	LSS
349345	LSS
349346	LSS
349374	COL6A1
349374	COL6A2
349381	LSS
349381	C21orf58
349390	SPATC1L
349408	C21orf58
349436	C21orf58
349705	CECR7
349709	CECR7
349758	ADA2
349759	ADA2
349767	TMEM121B
349767	ADA2
349769	ADA2
349771	ADA2
349794	TMEM121B
349810	CECR2
349812	CECR2
349818	CECR2
349819	CECR2
349867	ATP6V1E1
349924	SLC25A18
349951	BCL2L13
349952	ATP6V1E1
349952	BCL2L13
349952	PEX26
349953	BCL2L13
349975	PEX26
350002	USP18
350031	MICAL3
350032	MICAL3
350066	USP18
350092	USP18
350103	TMEM191B
350141	CLTCL1
350160	DGCR11
350162	ESS2
350169	DGCR9
350181	DGCR11
350181	ESS2
350186	DGCR11
350195	DGCR2
350197	ESS2
350198	DGCR11
350200	ESS2
350200	LINC01311
350200	AC000085.1
350205	DGCR11
350208	ESS2
350208	SLC25A1
350218	DGCR11
350218	LINC01311
350231	DGCR11
350231	AC004461.2
350231	LINC01311
350231	AC000085.1
350232	DGCR11
350239	CLTCL1
350251	AC000068.1
350255	SLC25A1
350262	AC000068.1
350265	SLC25A1
350265	CLTCL1
350265	AC000068.1
350266	SLC25A1
350266	CLTCL1
350266	C22orf39
350268	SLC25A1
350268	CLTCL1
350268	HIRA
350268	MRPL40
350268	AC000068.1
350268	C22orf39
350268	UFD1
350271	AC004461.2
350271	SLC25A1
350277	SLC25A1
350277	CLTCL1
350277	C22orf39
350286	ESS2
350286	AC000068.1
350288	HIRA
350288	C22orf39
350289	C22orf39
350289	UFD1
350290	ESS2
350290	AC000068.1
350291	SLC25A1
350291	CLTCL1
350291	HIRA
350291	AC000068.1
350292	ESS2
350292	SLC25A1
350292	CLTCL1
350292	AC000068.1
350293	ESS2
350293	C22orf39
350294	ESS2
350295	ESS2
350295	LINC01311
350295	SLC25A1
350295	CLTCL1
350295	AC000068.1
350295	C22orf39
350295	AC000068.3
350296	SLC25A1
350307	AC000068.1
350307	C22orf39
350307	AC000068.3
350309	AC000068.1
350310	AC000085.1
350310	MRPL40
350310	AC000068.1
350310	C22orf39
350311	AC000068.1
350312	SLC25A1
350312	CLTCL1
350312	HIRA
350312	AC000068.1
350312	C22orf39
350313	CLTCL1
350313	HIRA
350313	MRPL40
350313	AC000068.1
350314	SLC25A1
350314	CLTCL1
350314	HIRA
350314	AC000068.1
350314	C22orf39
350315	SLC25A1
350315	CLTCL1
350315	AC000085.1
350315	HIRA
350315	MRPL40
350315	AC000068.1
350315	C22orf39
350315	UFD1
350316	CLTCL1
350316	HIRA
350316	AC000068.1
350316	C22orf39
350319	SLC25A1
350319	MRPL40
350319	AC000068.1
350320	CLTCL1
350320	AC000085.1
350320	HIRA
350320	MRPL40
350320	AC000068.1
350320	C22orf39
350320	UFD1
350327	AC000068.3
350330	C22orf39
350355	AC000068.3
350360	AC000068.1
350366	AC000068.1
350371	AC000068.1
350371	C22orf39
350374	AC000068.1
350379	MRPL40
350379	UFD1
350389	AC000068.1
350398	AC000068.3
350415	AC000068.1
350465	COMT
350465	ARVCF
350469	COMT
350476	COMT
350476	DGCR8
350478	COMT
350485	COMT
350486	COMT
350487	COMT
350487	ARVCF
350488	COMT
350489	DGCR8
350493	TRMT2A
350528	COMT
350528	ZDHHC8
350533	TRMT2A
350534	TRMT2A
350537	COMT
350537	ZDHHC8
350539	ZDHHC8
350543	RTL10
350545	RANBP1
350561	TRMT2A
350561	ZDHHC8
350579	RANBP1
350582	RANBP1
350604	AC007663.3
350614	AC007663.3
350615	RANBP1
350615	ZDHHC8
350615	AC007663.3
350616	AC007663.3
350623	TRMT2A
350633	RANBP1
350633	AC007663.3
350636	ZDHHC8
350636	AC007663.3
350637	AC007663.3
350643	ZDHHC8
350643	RTN4R
350644	ZDHHC8
350644	RTN4R
350648	TRMT2A
350649	RANBP1
350654	ZNF74
350655	ZNF74
350658	AC007663.3
350661	AC007663.3
350662	AC007663.3
350691	RANBP1
350692	TRMT2A
350695	KLHL22
350786	AC007663.3
350787	AC007663.3
350803	AC007663.3
350805	AC007663.3
350807	AC007663.3
350807	ZNF74
350808	AC007663.3
350808	KLHL22
350822	KLHL22
350841	KLHL22
350849	TMEM191A
350850	PI4KA
350874	TMEM191A
350909	PI4KA
350919	LINC01637
350919	AIFM3
350919	THAP7
350923	AIFM3
350923	THAP7
350926	PI4KA
350926	CRKL
350926	THAP7
350927	PI4KA
350927	CRKL
350934	AIFM3
350939	TMEM191A
350939	AIFM3
351003	THAP7
351016	PI4KAP2
351016	YDJC
351022	YDJC
351023	PI4KAP2
351023	YDJC
351024	YDJC
351027	PI4KAP2
351027	UBE2L3
351028	PPIL2
351047	MAPK1
351049	PI4KAP2
351049	PPIL2
351049	MAPK1
351050	PPIL2
351078	HIC2
351079	HIC2
351079	YDJC
351079	PPIL2
351080	HIC2
351083	PI4KAP2
351083	UBE2L3
351083	YDJC
351083	PPIL2
351086	PPIL2
351097	HIC2
351097	PI4KAP2
351097	UBE2L3
351098	MAPK1
351101	YPEL1
351106	YPEL1
351108	PI4KAP2
351113	PI4KAP2
351114	YDJC
351116	PI4KAP2
351116	YDJC
351121	PPIL2
351121	PPM1F
351129	PPM1F
351138	YPEL1
351138	TOP3B
351156	MAPK1
351158	YDJC
351158	MAPK1
351159	MAPK1
351164	MAPK1
351165	MAPK1
351166	MAPK1
351171	MAPK1
351174	PPIL2
351174	MAPK1
351174	PPM1F
351174	TOP3B
351175	YPEL1
351175	TOP3B
351176	MAPK1
351181	MAPK1
351184	PPM1F
351184	TOP3B
351185	PPIL2
351185	MAPK1
351186	MAPK1
351187	MAPK1
351189	MAPK1
351191	MAPK1
351192	MAPK1
351193	MAPK1
351194	PPIL2
351194	MAPK1
351200	MAPK1
351201	PPIL2
351201	MAPK1
351205	MAPK1
351216	PPIL2
351227	MAPK1
351237	PPM1F
351237	TOP3B
351255	ABHD17AP5
351257	IGLVI-70
351258	PPM1F
351293	TOP3B
351294	TOP3B
351294	AC245060.7
351294	IGLV9-49
351299	ABHD17AP5
351299	AC245060.7
351301	IGLVI-70
351306	IGLV1-50
351306	IGLV5-48
351306	IGLV1-47
351311	AC245060.7
351381	IGLV4-60
351381	IGLV1-50
351381	IGLV1-40
351383	AC245060.7
351383	IGLV1-50
351383	IGLV3-27
351451	IGLV3-16
351451	IGLV2-5
351451	IGLV4-3
351479	IGLV3-27
351479	IGLV3-25
351479	IGLV3-19
351479	IGLV3-16
351479	IGLV2-11
351479	IGLC6
351479	IGLC7
351499	IGLV3-16
351503	IGLV3-27
351503	IGLV3-25
351503	IGLV2-23
351503	IGLV3-21
351503	IGLV3-19
351503	IGLV2-18
351503	IGLV2-14
351503	IGLV2-11
351503	IGLV3-10
351503	IGLV3-9
351503	IGLV2-8
351503	IGLV3-1
351503	IGLL5
351503	IGLC2
351503	IGLC3
351503	IGLC6
351503	IGLC7
351523	IGLV3-25
351523	IGLV2-18
351523	IGLV2-11
351523	IGLV3-10
351523	IGLV3-9
351523	IGLV4-3
351523	IGLC7
351524	IGLV2-5
351524	IGLC6
351525	IGLV3-21
351525	IGLV3-19
351525	IGLV2-18
351525	IGLV3-16
351525	IGLV3-12
351525	IGLV2-11
351525	IGLV3-9
351525	IGLV2-8
351525	IGLV2-5
351525	IGLV4-3
351525	IGLL5
351525	IGLC2
351525	IGLC6
351526	IGLV3-25
351526	IGLV3-21
351526	IGLV3-19
351526	IGLV3-16
351526	IGLV3-9
351526	IGLV2-5
351526	IGLC2
351526	IGLC6
351527	IGLV3-27
351527	IGLV3-25
351527	IGLV2-23
351527	IGLV3-21
351527	IGLV3-19
351527	IGLV2-18
351527	IGLV3-16
351527	IGLV2-14
351527	IGLV2-11
351527	IGLV3-10
351527	IGLV3-9
351527	IGLV2-8
351527	IGLV3-1
351527	IGLL5
351527	IGLC2
351527	IGLC3
351527	IGLC6
351527	IGLC7
351550	IGLV3-25
