rowNames	Gene
275633	AC141930.2
275634	AC141930.2
275635	AC141930.2
275642	AC141930.2
275655	AC141930.2
275656	AC141930.2
275659	AC141930.2
275665	AC141930.2
275666	AC141930.2
275690	AC141930.2
276082	LINC01250
276087	LINC01250
276088	LINC01250
276089	LINC01250
276235	AC231981.1
277672	AC073195.1
277818	AC104794.5
277878	AC104794.5
277933	ODC1-DT
277976	HPCAL1
278097	ODC1-DT
278118	ODC1-DT
278329	E2F6
278356	GREB1
278357	E2F6
278357	GREB1
278362	GREB1
278363	GREB1
278421	E2F6
278427	GREB1
278430	GREB1
278453	LPIN1
278454	LPIN1
278455	LPIN1
278914	LRATD1
278964	LRATD1
278965	LRATD1
279305	MYCN
279664	VSNL1
279678	KCNS3
279679	KCNS3
279681	KCNS3
280074	TTC32
280094	TTC32
280168	SDC1
280178	SDC1
280179	MATN3
280179	SDC1
280212	SDC1
280267	PUM2
280305	HS1BP3-IT1
280310	LDAH
280311	LDAH
280327	PUM2
280328	PUM2
280351	LDAH
280372	LDAH
280377	HS1BP3
280383	HS1BP3-IT1
281225	DNAJC27
281521	TPM3P7
281524	RAB10
281670	DRC1
281703	KCNK3
281712	KCNK3
281713	FAM166C
281713	KCNK3
281716	FAM166C
281721	FAM166C
281721	KCNK3
281722	FAM166C
281725	KCNK3
281726	FAM166C
281726	KCNK3
281727	FAM166C
281727	KCNK3
281728	KCNK3
281753	FAM166C
281753	KCNK3
281758	KCNK3
281766	KCNK3
281769	KCNK3
281770	KCNK3
281771	KCNK3
281802	SLC35F6
281859	SLC30A3
281946	SLC30A3
281947	SLC30A3
281979	AC074117.1
281980	AC074117.1
281985	SLC30A3
281985	PPM1G
281986	CAD
281986	FNDC4
281990	PPM1G
281992	PPM1G
281997	GPN1
282035	EIF2B4
282068	SLC4A1AP
282277	FOSL2
282277	AC104695.4
282278	FOSL2
282278	AC104695.4
282293	FOSL2
282293	AC104695.4
282299	PLB1
282311	FOSL2
282357	AC104695.4
282371	AC104695.4
282378	AC092164.1
282398	AC104695.4
282417	TRMT61B
282438	AC092164.1
282524	PCARE
282532	TOGARAM2
282549	TRMT61B
282550	TRMT61B
282967	LBH
283055	LBH
283321	XDH
283322	XDH
283324	XDH
283377	SLC30A6
283387	SLC30A6
283395	SLC30A6
283430	DDX50P1
284211	PRKD3
284220	CEBPZOS
284854	CDKL4
284921	THUMPD2
285018	THUMPD2
285426	AC009413.1
286852	CRIPT
286857	RHOQ
286873	RHOQ
287175	BCYRN1
287300	FBXO11
287301	FBXO11
287337	AC079807.1
287338	AC079807.1
287560	LHCGR
288151	PSME4
288385	EML6
288457	EML6
288612	PPP4R3B
288732	CCDC85A
288790	CCDC85A
288790	AC007743.1
288813	CCDC85A
288815	CCDC85A
288815	AC007743.1
289019	AC007238.1
289410	KIAA1841
289412	PAPOLG
289412	NONOP2
289661	COMMD1
289718	CCT4
289891	EHBP1
289898	EHBP1
289902	EHBP1
289909	EHBP1
289912	EHBP1
289913	EHBP1
289921	EHBP1
289929	EHBP1
289941	EHBP1
289943	EHBP1
289946	EHBP1
289947	EHBP1
289952	EHBP1
289953	EHBP1
289955	EHBP1
289957	EHBP1
290005	EHBP1
290050	AC009501.3
290224	PELI1
290273	PELI1
290277	PELI1
290303	PELI1
290311	PELI1
290400	AC007365.1
290421	AC008074.2
290437	AC007365.1
290470	AC007365.1
290471	AC007365.1
290505	AC007365.1
290506	AC007365.1
290576	SLC1A4
291252	ARHGAP25
291421	ANTXR1
291423	ANTXR1
291573	AAK1
291689	MXD1
291693	MXD1
291714	MXD1
291716	TIA1
291748	FAM136A
291775	TIA1
291776	TIA1
291825	TIA1
292023	ANKRD53
292288	RPS20P10
292303	RPS20P10
292325	RPS20P10
292519	SPR
292532	RAB11FIP5
292533	CCT7
292540	CCT7
292540	ALMS1-IT1
292633	STAMBP
292633	TET3
292633	BOLA3-AS1
292652	AC073046.1
292652	TET3
292663	MTHFD2
292667	TET3
292669	TET3
292781	AUP1
292898	LBX2
292910	AC005041.3
292930	LBX2
292930	HK2
292931	HK2
292957	HK2
292960	HK2
292967	HK2
292968	HK2
292970	HK2
292971	HK2
292977	HK2
292978	HK2
292981	HK2
293125	EVA1A
293133	GCFC2
293509	LRRTM1
293510	LRRTM1
293845	TRABD2A
293845	KCMF1
293868	KCMF1
293885	KCMF1
293886	KCMF1
293891	TCF7L1
293911	AC022210.1
293966	TCF7L1
293975	TCF7L1
293977	TCF7L1
293978	TCF7L1
293980	TCF7L1
293986	RETSAT
293992	RETSAT
293995	TCF7L1
294005	TCF7L1
294009	TCF7L1
294009	CAPG
294016	TCF7L1
294022	TCF7L1
294022	RETSAT
294026	TCF7L1
294027	TCF7L1
294028	TCF7L1
294030	TCF7L1
294033	TCF7L1
294033	ELMOD3
294038	TGOLN2
294040	ELMOD3
294121	GGCX
294141	ELMOD3
294146	RNF181
294161	ELMOD3
294182	AC105053.1
294271	TMEM150A
294271	SFTPB
294295	ATOH8
294295	AC105053.1
294391	AC105053.1
294423	POLR1A
294472	KDM3A
294484	PTCD3
294484	AC009309.1
294607	ANAPC1P1
294616	ANAPC1P1
294795	THNSL2
294865	AC062029.1
294866	AC062029.1
294869	EIF2AK3
294942	EIF2AK3-DT
295065	IGKV3D-15
295087	LSP1P4
295088	LSP1P4
295096	LSP1P4
295162	CYP4F32P
295168	CYP4F32P
295168	ANKRD20A8P
295168	TEKT4
295223	AC103563.7
295225	MAL
295226	AC103563.7
295460	ASTL
295465	ASTL
295465	DUSP2
295467	ASTL
295467	DUSP2
295467	AC021188.1
295478	AC021188.1
295485	GPAT2
295498	CIAO1
295550	AC021188.1
295551	DUSP2
295551	ITPRIPL1
295571	KANSL3
295572	CIAO1
295593	AC021188.1
295593	ITPRIPL1
295658	CNNM3
295720	FAM178B
295752	FAHD2B
295771	CNNM3
295781	CNNM3
295801	ANKRD23
295819	AC092683.1
295821	AC092683.1
295826	ANKRD36B
296192	KIAA1211L
296600	NPAS2
296620	NPAS2
296648	NPAS2
296649	NPAS2
296650	NPAS2
296660	NPAS2
296698	NPAS2
296699	NPAS2
296723	NPAS2
296850	RFX8
296851	RNF149
296913	RFX8
296925	RFX8
297160	IL1RL1
297170	IL1RL1
297177	IL1RL1
297179	IL1RL1
297228	IL1RL1
297230	IL1RL1
297249	IL1RL1
297255	IL1RL1
297266	IL1RL1
297268	IL1RL1
297309	SLC9A2
297349	SLC9A2
297451	LINC01965
297454	LINC01965
297737	NCK2
297799	NCK2
297800	NCK2
297809	NCK2
297811	NCK2
297830	NCK2
297831	NCK2
297832	NCK2
297850	NCK2
297854	NCK2
297880	ECRG4
297891	UXS1
297892	NCK2
297892	UXS1
297893	UXS1
297924	NCK2
297956	UXS1
297959	ECRG4
297969	UXS1
298024	RGPD3
298030	RGPD3
298063	RGPD3
298082	RGPD3
298100	RGPD3
298151	ST6GAL2-IT1
298158	ST6GAL2-IT1
298169	ST6GAL2-IT1
298169	ST6GAL2
298215	LINC01789
298255	LINC01789
298314	LINC01886
298314	LINC01885
298316	LINC01886
298316	LINC01885
298507	GCC2
298516	GCC2
298517	GCC2
298569	EDAR
298598	EDAR
298609	EDAR
298618	EDAR
298619	EDAR
298619	SH3RF3-AS1
298620	EDAR
298620	SH3RF3-AS1
298644	EDAR
298644	SH3RF3-AS1
298645	EDAR
298645	SH3RF3-AS1
298655	EDAR
298742	SH3RF3-AS1
298906	MALL
298909	MALL
298912	MALL
298913	MALL
298915	MALL
298916	MALL
299315	TMEM87B
299510	IL1A
299517	SLC20A1
299517	NT5DC4
299521	NT5DC4
299522	NT5DC4
299541	IL1A
299550	IL1A
299552	TTL
299552	SLC20A1
299556	IL1A
299558	IL1A
299568	TTL
299570	NT5DC4
299624	SLC20A1
299624	IL1A
299624	IL1RN
299689	IL1RN
299746	IL1RN
299846	DDX11L2
299848	DDX11L2
299905	AL078621.3
299905	RPL23AP7
299910	AL078621.3
299916	WASH2P
299916	AL078621.3
299916	RPL23AP7
299917	AL078621.3
299917	RPL23AP7
299917	AC017074.1
299925	AL078621.3
299925	RPL23AP7
299932	RPL23AP7
300582	STEAP3
300584	STEAP3
300619	AC013275.1
300628	TMEM37
300828	INHBB
300861	TMEM185B
300907	INHBB
300908	INHBB
300909	TMEM185B
300909	INHBB
300913	INHBB
300943	INHBB
300946	RALB
300964	INHBB
300965	INHBB
300979	INHBB
301187	TFCP2L1
301247	TFCP2L1
301249	TFCP2L1
301269	TFCP2L1
301279	TFCP2L1
301291	TFCP2L1
301293	TFCP2L1
301300	TFCP2L1
301306	TFCP2L1
301477	TSN
301933	GYPC
301937	GYPC
301938	GYPC
301939	GYPC
301940	GYPC
301943	YWHAZP2
301964	YWHAZP2
301964	GYPC
301965	GYPC
301968	YWHAZP2
301997	AC012508.2
302015	AC012508.2
302029	AC012508.2
302049	AC012508.2
302055	AC012508.2
302116	AC012508.2
302127	MAP3K2-DT
302133	MAP3K2-DT
302162	MAP3K2-DT
302190	SFT2D3
302326	AC012306.3
302336	AC012306.3
302407	UGGT1
302882	CCDC115
302896	FAR2P3
302940	FAR2P3
302990	FAM168B
303034	FAM168B
303068	CCDC74A
303189	GPR39
303195	GPR39
303278	NCKAP5-AS2
303286	NCKAP5-AS2
303309	NCKAP5-AS2
303313	NCKAP5-AS2
303316	NCKAP5-AS2
303323	NCKAP5-AS2
303326	NCKAP5-AS2
303327	NCKAP5-AS2
303328	NCKAP5-AS2
303337	NCKAP5-AS2
303341	NCKAP5-AS2
303556	MGAT5
303578	MGAT5
303579	MGAT5
303677	AC110620.2
303719	TMEM163
303719	AC110620.2
303723	AC110620.2
303731	AC110620.2
303759	AC110620.2
303766	AC110620.2
303770	AC110620.2
304008	CXCR4
304037	CXCR4
304037	AC112255.1
304041	CXCR4
304041	AC112255.1
304042	CXCR4
304043	CXCR4
304044	CXCR4
304064	CXCR4
304069	CXCR4
304073	CXCR4
304074	CXCR4
304089	CXCR4
304108	CXCR4
304844	GTDC1
304961	ZEB2-AS1
305605	KIF5C
306043	NEB
306098	CACNB4
306100	CACNB4
306101	ARL5A
306101	CACNB4
306110	ARL5A
306110	CACNB4
306124	ARL5A
306124	CACNB4
306139	CACNB4
306140	ARL5A
306140	CACNB4
306232	FMNL2
306235	FMNL2
306237	FMNL2
306267	FMNL2
306269	FMNL2
306276	FMNL2
306279	FMNL2
306285	FMNL2
306295	FMNL2
306303	FMNL2
306304	FMNL2
306305	FMNL2
306310	FMNL2
306311	FMNL2
306312	FMNL2
306313	FMNL2
306314	FMNL2
306316	FMNL2
306317	FMNL2
306321	FMNL2
306332	FMNL2
306333	FMNL2
306334	FMNL2
306337	FMNL2
306343	FMNL2
306345	FMNL2
306347	FMNL2
306369	FMNL2
306370	FMNL2
306500	RPRM
306700	LINC01876
306725	LINC01876
306726	LINC01876
306739	NR4A2
306940	CYTIP
306942	CYTIP
306945	CYTIP
306960	CYTIP
306961	CYTIP
306962	CYTIP
306967	CYTIP
306968	CYTIP
306969	CYTIP
306970	CYTIP
306973	CYTIP
307135	CCDC148
307139	CCDC148
307140	CCDC148
307181	CCDC148
307307	DAPL1
307366	DAPL1
307734	LY75
307735	LY75
307749	PLA2R1
307835	ITGB6
308286	DPP4
308325	FAP
308542	GRB14
308627	AC019197.1
308682	COBLL1
308741	CSRNP3
308779	AC009495.3
308813	AC009495.2
308826	AC009495.3
308930	XIRP2
308931	XIRP2
309003	STK39
309019	STK39
309026	STK39
309031	STK39
309034	STK39
309041	STK39
309042	STK39
309043	STK39
309051	STK39
309052	STK39
309055	STK39
309056	STK39
309058	STK39
309059	STK39
309061	STK39
309066	STK39
309067	STK39
309068	STK39
309076	STK39
309077	STK39
309445	KLHL41
309506	SSB
309772	GORASP2
309880	CYBRD1
310222	MAP3K20
310271	MAP3K20
310285	MAP3K20
310635	RNU6-5P
310649	RNU6-5P
310916	HAGLROS
310916	HAGLR
310916	HOXD1
310926	HAGLROS
310926	HAGLR
310926	HOXD1
310927	HAGLROS
310927	HAGLR
310927	HOXD1
310955	HAGLROS
310956	HAGLROS
311240	TTC30A
311240	PDE11A
311269	PDE11A
311276	PDE11A
311281	PDE11A
311368	AC010680.3
311390	AC009948.3
311390	AC010680.4
311391	TTN-AS1
311391	AC009948.3
311391	AC010680.2
311391	AC010680.4
311396	TTN-AS1
311396	AC009948.3
311396	AC010680.2
311396	AC010680.4
311403	AC009948.3
311703	LINC01934
311753	ITGA4
311753	CERKL
311758	ITGA4
311959	PDE1A
312002	PDE1A
312005	PDE1A
312247	AC020584.1
312667	GULP1
312677	GULP1
312717	GULP1
313238	GLS
313261	GLS
313332	STAT1
314052	HECW2-AS1
314059	STK17B
314059	HECW2-AS1
314097	HECW2
314257	ANKRD44-IT1
314269	ANKRD44-IT1
314277	SF3B1
314288	ANKRD44-IT1
314291	ANKRD44
314291	ANKRD44-IT1
314292	ANKRD44-IT1
314294	ANKRD44-IT1
314298	ANKRD44
314298	ANKRD44-IT1
314308	ANKRD44-IT1
314310	ANKRD44-IT1
314423	MARS2
314429	MARS2
314562	SATB2
314563	SATB2
314627	FTCDNL1
314628	FTCDNL1
314630	FTCDNL1
314978	AC005037.1
314985	FAM126B
315078	C2CD6
315318	FAM117B
315324	FAM117B
315325	FAM117B
315331	FAM117B
315581	CD28
315581	CTLA4
315590	CD28
315990	NRP2
315996	NRP2
315997	NRP2
315998	NRP2
315999	NRP2
316015	NRP2
316016	NRP2
316017	NRP2
316024	NRP2
316228	CPO
316238	KLF7-IT1
316238	KLF7
316282	MYOSLID
316305	MYOSLID
316307	MYOSLID
316440	FZD5
316446	CCNYL1
316833	ACADL
316835	ACADL
316836	ACADL
316840	ACADL
316844	ACADL
316845	ACADL
316846	ACADL
316852	ACADL
316885	CPS1
317419	BARD1
317462	ABCA12
317462	FN1
317463	FN1
317481	FN1
317483	FN1
317490	FN1
317490	AC012668.3
317495	FN1
317505	FN1
317505	AC012668.3
317506	FN1
317506	AC012668.3
317507	FN1
317507	AC012668.3
317508	FN1
317508	AC012668.3
317509	FN1
317509	AC012668.3
317510	FN1
317510	AC012668.3
317512	FN1
317512	AC012668.3
317515	FN1
317515	AC012668.3
317517	FN1
317517	AC012668.3
317517	LINC00607
317519	FN1
317519	LINC00607
317520	FN1
317520	AC012668.3
317520	LINC00607
317521	FN1
317521	AC012668.3
317522	FN1
317522	AC012668.3
317523	FN1
317523	AC012668.3
317523	LINC00607
317524	FN1
317524	AC012668.3
317524	LINC00607
317525	FN1
317525	AC012668.3
317525	LINC00607
317526	FN1
317526	AC012668.3
317526	LINC00607
317528	FN1
317528	AC012668.3
317530	FN1
317530	AC012668.3
317530	LINC00607
317531	FN1
317531	AC012668.3
317531	LINC00607
317532	FN1
317532	AC012668.3
317532	LINC00607
317533	FN1
317533	AC012668.3
317533	LINC00607
317534	FN1
317534	AC012668.3
317534	LINC00607
317535	FN1
317535	AC012668.3
317536	ATIC
317536	FN1
317536	AC012668.3
317536	LINC00607
317538	FN1
317538	AC012668.3
317538	LINC00607
317539	FN1
317539	AC012668.3
317541	FN1
317541	AC012668.3
317542	FN1
317542	AC012668.3
317542	LINC00607
317543	FN1
317543	AC012668.3
317543	LINC00607
317544	FN1
317544	AC012668.3
317545	FN1
317545	LINC00607
317546	FN1
317546	AC012668.3
317546	LINC00607
317547	FN1
317547	AC012668.3
317547	LINC00607
317548	FN1
317548	AC012668.3
317548	LINC00607
317551	FN1
317551	AC012668.3
317551	LINC00607
317552	FN1
317552	AC012668.3
317552	LINC00607
317553	FN1
317553	AC012668.3
317553	LINC00607
317554	FN1
317554	AC012668.3
317554	LINC00607
317555	FN1
317555	AC012668.3
317555	LINC00607
317556	FN1
317556	AC012668.3
317556	LINC00607
317557	FN1
317557	AC012668.3
317557	LINC00607
317559	FN1
317559	AC012668.3
317559	LINC00607
317561	FN1
317561	AC012668.3
317561	LINC00607
317562	FN1
317562	AC012668.3
317562	LINC00607
317564	FN1
317564	AC012668.3
317564	LINC00607
317565	FN1
317566	FN1
317566	AC012668.3
317566	LINC00607
317567	FN1
317568	FN1
317572	FN1
317572	LINC00607
317610	FN1
317610	AC012668.3
317611	FN1
317611	LINC00607
317611	LINC01614
317613	FN1
317615	FN1
317617	FN1
317617	AC012668.3
317626	AC012668.3
317626	LINC00607
317649	LINC00607
317649	LINC01614
317656	LINC00607
317662	LINC00607
317666	LINC00607
317668	LINC00607
317677	LINC01614
317679	AC012668.3
317687	MREG
317694	LINC00607
317710	LINC00607
317722	XRCC5
317773	PECR
317779	MREG
317779	PECR
317797	PECR
317809	XRCC5
317815	PECR
317815	TMEM169
317816	PECR
317816	XRCC5
317820	PECR
317820	XRCC5
317825	TMEM169
317828	PECR
317828	XRCC5
317829	AC012513.3
317829	LINC01963
317873	LINC01963
317974	AC007563.2
318002	IGFBP2
318003	IGFBP2
318012	AC007563.2
318023	IGFBP2
318024	AC098820.1
318327	TNS1
318393	TNS1
318455	MIR6809
318526	TNS1
318670	SLC11A1
318676	CATIP
318741	CATIP-AS2
318741	RNF25
318836	BCS1L
318845	WNT10A
318846	WNT10A
318847	WNT10A
318848	WNT10A
318849	WNT6
318849	WNT10A
318850	WNT6
318850	WNT10A
318851	RNF25
318851	WNT10A
318852	ZNF142
318852	BCS1L
318852	TTLL4
318852	WNT6
318852	WNT10A
318968	PTPRN
318968	GMPPA
318969	PTPRN
318969	GMPPA
319005	GMPPA
319038	SPEG
319062	SPEG
319086	SPEG
319194	AC019211.1
319229	AC019211.1
319231	AC019211.1
319265	AC019211.1
319277	AC019211.1
319278	AC019211.1
319281	AC019211.1
319427	EPHA4
319496	EPHA4
319536	EPHA4
319548	EPHA4
319642	CT75
319642	AC010980.1
319642	SGPP2
319665	CT75
319665	AC010980.1
319665	SGPP2
319666	CT75
319666	AC010980.1
319672	CT75
319672	AC010980.1
319677	CT75
319677	AC010980.1
319683	CT75
319683	AC010980.1
319683	SGPP2
319686	CT75
319686	AC010980.1
319686	SGPP2
319691	SGPP2
319695	CT75
319695	AC010980.1
319695	SGPP2
319697	CT75
319697	AC010980.1
319697	SGPP2
319700	CT75
319700	AC010980.1
319700	SGPP2
319701	SGPP2
319702	CT75
319702	AC010980.1
319702	SGPP2
319703	CT75
319703	AC010980.1
319703	SGPP2
319704	CT75
319704	AC010980.1
319704	SGPP2
319705	CT75
319705	AC010980.1
319705	SGPP2
319710	CT75
319710	AC010980.1
319710	SGPP2
319712	CT75
319712	AC010980.1
319716	CT75
319716	AC010980.1
319716	SGPP2
319726	CT75
319726	AC010980.1
319729	AC010980.1
319729	SGPP2
319735	CT75
319736	CT75
319736	AC010980.1
319736	FARSB
319741	CT75
319741	AC010980.1
319741	SGPP2
319741	FARSB
319743	CT75
319743	AC010980.1
319743	SGPP2
319744	CT75
319744	AC010980.1
319745	SGPP2
319754	FARSB
319810	ACSL3
319811	FARSB
319848	ACSL3
320034	SERPINE2
320036	SERPINE2
320045	SERPINE2
320095	SERPINE2
320316	DOCK10
320317	DOCK10
320319	DOCK10
320332	DOCK10
320356	DOCK10
320661	IRS1
320661	AC010735.2
320663	AC010735.2
320677	IRS1
320678	IRS1
320678	AC010735.2
320707	IRS1
320707	AC010735.2
320709	IRS1
320709	AC010735.2
320711	IRS1
320715	AC010735.2
320717	IRS1
320717	AC010735.2
320719	IRS1
320719	AC010735.2
320720	AC010735.2
320727	IRS1
320727	AC010735.2
320738	IRS1
320741	RHBDD1
320743	IRS1
320744	IRS1
320744	AC010735.2
320746	IRS1
320746	AC010735.2
320747	IRS1
320747	AC010735.2
320748	IRS1
320831	COL4A3
320956	DAW1
320994	DAW1
320995	DAW1
321005	DAW1
321321	SP110
321344	SP110
321344	SP140
321345	SP110
321345	SP140
321345	SP140L
321345	SP100
321372	SP140
321372	SP140L
321372	SP100
321374	SP140
321374	SP140L
321374	SP100
321374	RN7SL834P
321375	SP140
321375	SP140L
321375	SP100
321412	SP100
321412	RN7SL834P
321413	SP100
321413	RN7SL834P
321525	ITM2C
321542	PSMD1
321574	C2orf72
321622	AC018738.1
321794	LINC00471
321820	AC073476.3
322060	TIGD1
322190	NGEF
322213	NGEF
322427	DGKD
322522	MROH2A
322637	ARL4C
322768	AC010148.1
322768	SH3BP4
322780	SH3BP4
322794	SH3BP4
322795	SH3BP4
322799	SH3BP4
322800	SH3BP4
322811	SH3BP4
322816	SH3BP4
322817	SH3BP4
322819	SH3BP4
322829	SH3BP4
322830	SH3BP4
322838	SH3BP4
322839	SH3BP4
322841	SH3BP4
322859	SH3BP4
322874	SH3BP4
323268	IQCA1
323536	AC012063.1
323578	MLPH
323606	MLPH
323638	MLPH
323642	MLPH
323643	MLPH
323717	MLPH
323747	RBM44
323822	RAMP1
323872	ESPNL
324545	NDUFA10
324787	AC011298.1
324834	CAPN10
324964	AC011298.1
324997	SNED1
325051	PASK
325051	PPP1R7
325053	MTERF4
325057	MTERF4
325073	SEPTIN2
325074	SEPTIN2
325109	PASK
325111	PASK
325194	PPP1R7
325198	PPP1R7
325284	BOK
325350	AC131097.3
325351	NEU4
325351	AC131097.3
325367	AC131097.3
325384	AC131097.3
325397	AC131097.3
325405	LINC01238
325650	FAM110A
325663	TBC1D20
325724	ANGPT4
325727	FAM110A
325727	ANGPT4
325727	RSPO4
325728	RSPO4
325729	FAM110A
325729	RSPO4
325736	FAM110A
325738	FAM110A
325739	FAM110A
325741	RSPO4
325750	FAM110A
325750	RSPO4
325768	FAM110A
325768	ANGPT4
325769	ANGPT4
325770	ANGPT4
325821	TMEM74B
325834	SNPH
325840	TMEM74B
325840	SNPH
325850	TMEM74B
325850	SNPH
325879	TMEM74B
325911	TMEM74B
325919	SIRPB1
325919	SIRPG
325977	SIRPG
325983	SIRPG
326002	SIRPG
326019	SIRPG
326019	SIRPA
326020	SIRPA
326061	SIRPG
326110	SIRPA
326118	AL121899.1
326138	STK35
326151	STK35
326152	STK35
326154	STK35
326191	AL121899.1
326193	AL121899.1
326265	EBF4
326296	EBF4
326297	EBF4
326298	EBF4
326304	EBF4
326305	EBF4
326383	PTPRA
326431	UBOX5
326568	UBOX5
326654	CDC25B
326718	CDC25B
326848	SMOX
326849	SMOX
326871	SMOX
326872	SMOX
326883	SMOX
326884	SMOX
327046	RPS4XP2
327057	PRNP
327088	TMEM230
327094	TMEM230
327142	TMEM230
327147	TMEM230
327163	TMEM230
327227	GPCPD1
327413	CHGB
327416	CHGB
327427	CHGB
327428	CHGB
327450	LRRN4
327478	LRRN4
327571	BMP2
327936	PLCB4
328138	PARAL1
328701	ISM1
328761	ISM1
328795	TASP1
328809	TASP1
328821	TASP1
328869	TASP1
328905	MACROD2
329281	AL079338.1
329422	KIF16B
329536	PCSK2
329541	PCSK2
329594	PCSK2
329605	PCSK2
329624	PCSK2
329625	PCSK2
329627	PCSK2
329659	PCSK2
329661	PCSK2
329667	PCSK2
329813	BANF2
329863	SNORD17
329869	SNORD17
329875	BANF2
329928	SNORD17
329935	PET117
330007	SNORD17
330103	LINC00652
330104	SMIM26
330150	DTD1
330169	LINC00652
330169	AL136090.2
330176	LINC00652
330188	AL136090.2
330192	AL136090.2
330240	AL136090.2
330404	RPL12P12
330479	CRNKL1
330498	CRNKL1
330499	CRNKL1
330511	CRNKL1
330750	KIZ
330767	KIZ
330815	KIZ
330829	NKX2-4
330878	AL117332.1
330996	FOXA2
331000	FOXA2
331020	FOXA2
331021	FOXA2
331022	FOXA2
331023	FOXA2
331030	LINC00261
331030	FOXA2
331038	LINC00261
331038	FOXA2
331039	LINC00261
331039	FOXA2
331040	FOXA2
331041	FOXA2
331042	FOXA2
331044	FOXA2
331045	FOXA2
331047	FOXA2
331049	FOXA2
331052	FOXA2
331053	FOXA2
331069	LINC00261
331069	FOXA2
331077	LINC00261
331077	LNCNEF
331079	FOXA2
331094	LNCNEF
331151	AL118508.2
331181	AL118508.2
331193	AL118508.2
331195	GZF1
331196	AL118508.2
331207	AL118508.2
331208	AL118508.2
331208	GZF1
331214	AL118508.2
331214	GZF1
331215	AL118508.2
331241	AL118508.2
331241	GZF1
331251	GZF1
331255	GZF1
331373	CST5
331654	AL035661.2
331682	VSX1
331690	VSX1
331692	VSX1
331739	ENTPD6
331743	VSX1
331773	AL035661.2
331773	AL035252.5
331789	VSX1
331810	VSX1
331817	AL035252.3
331855	AL035252.5
331878	ENTPD6
331879	ENTPD6
331887	NINL
331899	ENTPD6
331930	ENTPD6
331945	ZNF337-AS1
331990	ZNF337-AS1
332040	ZNF337-AS1
332086	FRG1EP
332132	LINC01597
332132	FRG1BP
332133	LINC01597
332133	FRG1BP
332139	LINC01597
332139	FRG1BP
332142	LINC01597
332142	FRG1BP
332143	LINC01597
332143	FRG1BP
332147	LINC01597
332147	FRG1BP
332160	LINC01597
332160	FRG1BP
332160	ANKRD20A21P
332165	FRG1BP
332165	ANKRD20A21P
332166	FRG1BP
332166	ANKRD20A21P
332185	ANKRD20A21P
332235	HM13
332289	COX4I2
332293	ID1
332295	FOXS1
332320	HM13
332322	HM13
332332	HM13
332340	FOXS1
332341	HM13
332355	HM13
332368	HM13
332661	COMMD7
332750	MAPRE1
332767	AL035071.1
332795	MAPRE1
332889	BPIFB9P
332897	BPIFB9P
332928	BPIFB9P
332967	BPIFB9P
332969	BPIFB9P
332970	BPIFB9P
333065	E2F1
333123	RPL31P2
333193	EIF2S2
333330	EIF2S2
333330	AHCY
333346	EIF2S2
333442	PIGU
333745	GDF5
333767	GDF5
333791	EIF6
333791	RBM39
333800	RBM39
333817	RBM39
333885	RBM39
334029	AAR2
334149	MYL9
334152	MYL9
334272	NDRG3
334272	DSN1
334275	NDRG3
334275	DSN1
334284	DSN1
334312	MROH8
334451	MROH8
334810	SNORA71B
334981	DHX35
335265	MAFB
335482	PLCG1-AS1
335868	SRSF6
336054	PKIG
336099	TTPAL
336206	KCNK15
336206	TOMM34
336235	RIMS4
336514	AL162458.1
336524	TNNC2
336538	TNNC2
336539	TNNC2
336567	SPATA25
336589	NCOA5
336633	CD40
336634	CD40
336641	SPATA25
336641	AL162458.1
336647	ELMO2
336660	CDH22
336688	CDH22
336698	RPL13P2
336703	NCOA5
336714	ELMO2
336728	ELMO2
336733	SLC13A3
336850	EYA2
336853	EYA2
336854	EYA2
336857	EYA2
336860	EYA2
336889	EYA2
336890	EYA2
336891	EYA2
337102	LINC01754
337461	PREX1
337462	PREX1
337523	ARFGEF2
337607	ZFAS1
337610	ZFAS1
337652	ZFAS1
337716	DDX27
337902	SNAI1
337914	TMEM189
337969	TMEM189
337987	SNAI1
338004	SNAI1
338103	CEBPB-AS1
338104	SMIM25
338114	SMIM25
338151	SMIM25
338152	SMIM25
338208	LINC01270
338220	CEBPB-AS1
338220	SMIM25
338277	LINC01270
338391	BCAS4
338393	BCAS4
338400	BCAS4
338401	BCAS4
338410	BCAS4
338414	BCAS4
338417	BCAS4
338420	BCAS4
339296	DOK5
339300	DOK5
339302	DOK5
339307	DOK5
339308	DOK5
339309	DOK5
339322	DOK5
339323	DOK5
339389	CBLN4
339393	CBLN4
339397	CBLN4
339399	CBLN4
339400	CBLN4
339409	CBLN4
339413	CBLN4
339458	TFAP2C
339504	TFAP2C
339508	TFAP2C
339530	RTF2
339557	TFAP2C
339700	AL122058.1
339797	RBM38
339797	AL109955.1
339797	ZBP1
339798	RBM38
339798	ZBP1
339801	RBM38
339801	ZBP1
339814	ZBP1
339898	ZBP1
339899	ZBP1
339907	ZBP1
339930	ZBP1
339947	ZBP1
339964	NKILA
339966	NKILA
340288	GNAS-AS1
340382	PRELID3B
340416	EDN3
340425	EDN3
340430	EDN3
340431	EDN3
340432	EDN3
340434	EDN3
340441	ZNF831
340454	EDN3
340455	EDN3
340618	FAM217B
340618	MIR646HG
340653	MIR646HG
340668	MIR646HG
340675	MIR646HG
340687	MIR646HG
340688	MIR646HG
